SK_ID_CURR,TARGET
100001,0.06816989522913183
100005,0.1006839799113767
100013,0.021741879668824238
100028,0.046227541357591315
100038,0.08545038135633902
100042,0.033762047014919465
100057,0.02736161898320623
100065,0.0664116977957771
100066,0.014456214721459089
100067,0.0757906829179042
100074,0.07607357043706152
100090,0.09363651955532415
100091,0.19256998103745893
100092,0.09547412219854906
100106,0.05987592860882647
100107,0.15285186155401453
100109,0.0899985178920794
100117,0.033469755974402056
100128,0.101296387651779
100141,0.035580370297966936
100150,0.030030311926230003
100168,0.0057630095454742816
100169,0.09100248871763605
100170,0.0468891270756983
100171,0.05008931184157117
100172,0.08891991958179758
100184,0.07874053771246836
100187,0.0747999413902901
100212,0.08016917704058824
100222,0.06776882628788894
100223,0.01532934146466378
100232,0.014771619421704168
100241,0.19107298428055006
100245,0.06013303689679429
100253,0.02826776861155304
100256,0.09610696397537928
100271,0.01239642538118628
100278,0.1917611059788621
100280,0.01870885018935717
100306,0.18052047510568975
100311,0.1661525217423017
100312,0.02567430833645618
100330,0.13595157514166475
100331,0.026402930087339252
100352,0.10764886647433265
100358,0.0824923871652977
100367,0.026829673221192837
100382,0.1716604794055122
100384,0.07024640580263321
100385,0.10753505774856653
100386,0.043346754192252174
100399,0.02253657011080173
100404,0.06204223263263913
100416,0.02001796247469859
100422,0.062418482587302954
100426,0.06055430335312154
100438,0.04635488962717527
100444,0.08384157963757759
100445,0.1495085489314652
100446,0.09737424500542982
100447,0.020744187935323267
100450,0.03968984010558303
100466,0.043327810201088696
100483,0.03139113960237419
100484,0.02997350319398372
100494,0.061664694623479475
100510,0.15061593240233695
100512,0.021150187141822097
100517,0.029826653675703692
100548,0.04496603335837327
100551,0.053194759425227146
100552,0.08169094003681389
100553,0.030123150518714732
100561,0.16521331467204523
100568,0.48692197212741894
100569,0.024679262536538134
100591,0.052496319188485095
100592,0.023904634633895697
100602,0.10566296984718723
100607,0.05024267451665208
100613,0.0522063030816544
100617,0.2118780212062594
100618,0.13456288414257786
100622,0.08643012385529789
100625,0.08340817875945683
100677,0.15388123503927467
100699,0.05271404795341362
100702,0.31499825736248843
100711,0.06540452034050757
100729,0.14524729215044874
100740,0.2027832385697295
100744,0.14570014401431194
100745,0.06808324690199297
100747,0.08116487660918009
100751,0.21294028449024163
100752,0.056779509101528014
100753,0.199047931528035
100754,0.2057156927234508
100760,0.03264954913947948
100762,0.1316118030616466
100763,0.1349945950643095
100765,0.03218204451586201
100770,0.061049686117055246
100772,0.026484095219423447
100777,0.029523145224894375
100791,0.031215001728362963
100792,0.020718333023511563
100797,0.027597107600381098
100823,0.037618356477074295
100826,0.09499661573408795
100830,0.032733795603050043
100836,0.177225775935688
100872,0.0129315524730603
100910,0.07393944533540697
100913,0.12286466641413987
100918,0.0617198412424629
100931,0.029236525723653338
100952,0.05433166754606919
100953,0.025558729763458708
100965,0.16620367831082167
100970,0.03586600105285586
100982,0.14786100330203655
100983,0.07343253836762136
100984,0.07341530436527326
100987,0.05611272664713237
100997,0.038153048714407466
100998,0.20075511030341825
101002,0.07183341489651611
101005,0.1990388603667825
101008,0.15925725798992024
101020,0.09262188184880704
101021,0.03478205057245969
101024,0.04262482846149116
101025,0.11617638138499566
101026,0.06611081682437982
101031,0.023644907051061415
101041,0.03505705944568021
101051,0.017925991002156
101055,0.05955445125869718
101056,0.27218668604068064
101057,0.031131902311226943
101064,0.029106576095118814
101079,0.12800898616847112
101087,0.03373637148419155
101090,0.030321347357627326
101092,0.0858550116308598
101097,0.09713552255392506
101099,0.016550780893635375
101107,0.08641671476139214
101118,0.07668481099250238
101125,0.0764287347707847
101126,0.04283862986283519
101128,0.018136260250312765
101136,0.13134655923407695
101140,0.17665624679856481
101149,0.139100076802349
101160,0.06718213010723903
101169,0.16561633742116486
101181,0.03429425974879329
101186,0.02835883607657333
101190,0.09712652778128596
101193,0.11426906053242397
101194,0.1336555291258516
101198,0.13795537478333963
101200,0.03690045422302107
101204,0.020915226362163798
101211,0.06623810436748745
101213,0.06780456261260827
101223,0.051808251195851016
101225,0.07301367312818133
101237,0.07793328036692279
101243,0.05836640177870154
101244,0.13589320068537447
101258,0.04601228380294364
101259,0.19811944685139835
101268,0.13062173072438646
101269,0.018741779500991727
101271,0.16872681304038545
101279,0.08276731919628613
101281,0.08769861303871487
101287,0.07835445009227575
101292,0.046641418893179375
101294,0.04970184002957488
101296,0.07585258602759773
101297,0.03659256659904208
101299,0.11201721667385567
101301,0.028276615440186902
101305,0.07703732152174746
101308,0.060167810197394395
101318,0.024195666025745997
101327,0.3676006062440289
101329,0.037074748850391706
101332,0.045170401518819854
101337,0.07650069990654519
101343,0.051729284487886655
101345,0.024700391454575473
101346,0.02891981598800772
101353,0.01761018599791746
101354,0.12301531432768736
101355,0.22376308469783046
101356,0.03437440451575861
101362,0.14196394142283877
101363,0.2838301649423482
101365,0.05887130927299924
101366,0.1602714753641895
101367,0.19270534107904042
101368,0.014104237049955243
101374,0.1088062573087886
101380,0.023593951991632802
101383,0.023293952153058902
101398,0.04429073199127932
101399,0.2637984456642395
101401,0.1501298872790517
101412,0.08256000921572461
101426,0.031010855069883107
101427,0.2729742019728557
101428,0.13418990486170504
101429,0.07247247802001891
101434,0.05293982639314236
101440,0.19116492105819569
101448,0.06689984948315453
101449,0.07374407254394025
101465,0.03547794576122402
101467,0.01967359327285029
101472,0.07863716372710831
101478,0.1464371801368362
101497,0.06840711398351022
101504,0.1387709923018679
101547,0.034245565865608694
101548,0.042140602014347314
101555,0.14208576199811
101570,0.046969783819904666
101572,0.0702843627958586
101578,0.0327858584777515
101580,0.19413457429323538
101588,0.1603231490521709
101602,0.04367661686574619
101610,0.11858603073171982
101614,0.04716785241925799
101616,0.04873400263629733
101643,0.0926810029224458
101644,0.029827163661441478
101649,0.07109322513455812
101650,0.08199575470091303
101665,0.02285330032451692
101667,0.07446884557320133
101669,0.03151421377829789
101674,0.04408212773369368
101675,0.05121730548403213
101678,0.07514503450441853
101682,0.08488521160309177
101686,0.058562604575071474
